"id","date","staff_id","project_id","task_id","period"
52,2025/08/14,2,1,2,"10:00:00"
53,2025/08/14,2,1,2,"10:30:00"
54,2025/08/14,2,1,2,"11:00:00"
55,2025/08/14,2,1,2,"11:30:00"
56,2025/08/14,2,1,2,"13:00:00"
57,2025/08/14,2,1,2,"13:30:00"
58,2025/08/14,2,1,2,"14:00:00"
59,2025/08/14,2,1,2,"14:30:00"
60,2025/08/14,2,1,2,"15:00:00"
61,2025/08/14,2,1,2,"15:30:00"
62,2025/08/14,2,1,2,"16:00:00"
63,2025/08/14,2,1,2,"16:30:00"
64,2025/08/14,2,1,2,"17:00:00"
65,2025/08/15,2,1,2,"08:30:00"
66,2025/08/15,2,1,2,"09:00:00"
67,2025/08/15,2,1,2,"09:30:00"
68,2025/08/15,2,1,2,"10:00:00"
69,2025/08/15,2,1,2,"10:30:00"
70,2025/08/15,2,1,2,"11:00:00"
71,2025/08/15,2,1,2,"11:30:00"
72,2025/08/15,2,1,2,"13:00:00"
73,2025/08/15,2,1,2,"13:30:00"
74,2025/08/15,2,1,2,"14:00:00"
75,2025/08/15,2,1,2,"14:30:00"
76,2025/08/15,2,1,2,"15:00:00"
77,2025/08/15,2,1,2,"15:30:00"
78,2025/08/15,2,1,2,"16:00:00"
79,2025/08/15,2,1,2,"16:30:00"
80,2025/08/15,2,1,2,"17:00:00"
81,2025/08/11,3,1,2,"08:30:00"
82,2025/08/11,3,1,2,"09:00:00"
83,2025/08/11,3,1,2,"09:30:00"
84,2025/08/11,3,1,2,"10:00:00"
85,2025/08/11,3,1,2,"10:30:00"
86,2025/08/11,3,1,2,"11:00:00"
87,2025/08/11,3,1,2,"11:30:00"
88,2025/08/11,3,1,2,"13:00:00"
89,2025/08/11,3,1,2,"13:30:00"
90,2025/08/11,3,1,2,"14:00:00"
91,2025/08/11,3,1,2,"14:30:00"
92,2025/08/11,3,1,2,"15:00:00"
93,2025/08/11,3,1,2,"15:30:00"
94,2025/08/11,3,1,2,"16:00:00"
95,2025/08/11,3,1,2,"16:30:00"
96,2025/08/11,3,1,2,"17:00:00"
97,2025/08/12,3,1,2,"08:30:00"
98,2025/08/12,3,1,2,"09:00:00"
99,2025/08/12,3,1,2,"09:30:00"
100,2025/08/12,3,1,2,"10:00:00"
101,2025/08/12,3,1,2,"10:30:00"
102,2025/08/12,3,1,2,"11:00:00"
103,2025/08/12,3,1,2,"11:30:00"
104,2025/08/12,3,1,2,"13:00:00"
105,2025/08/12,3,1,2,"13:30:00"
106,2025/08/12,3,1,2,"14:00:00"
107,2025/08/12,3,1,2,"14:30:00"
108,2025/08/12,3,1,2,"15:00:00"
109,2025/08/12,3,1,2,"15:30:00"
110,2025/08/12,3,1,2,"16:00:00"
111,2025/08/12,3,1,2,"16:30:00"
112,2025/08/12,3,1,2,"17:00:00"
113,2025/08/13,3,1,2,"08:30:00"
114,2025/08/13,3,1,2,"09:00:00"
115,2025/08/13,3,1,2,"09:30:00"
116,2025/08/13,3,1,2,"10:00:00"
117,2025/08/13,3,1,2,"10:30:00"
118,2025/08/13,3,1,2,"11:00:00"
119,2025/08/13,3,1,2,"11:30:00"
120,2025/08/13,3,1,2,"13:00:00"
121,2025/08/13,3,1,2,"13:30:00"
122,2025/08/13,3,1,2,"14:00:00"
123,2025/08/13,3,1,2,"14:30:00"
124,2025/08/13,3,1,2,"15:00:00"
125,2025/08/13,3,1,2,"15:30:00"
126,2025/08/13,3,1,2,"16:00:00"
127,2025/08/13,3,1,2,"16:30:00"
128,2025/08/13,3,1,2,"17:00:00"
129,2025/08/14,3,1,2,"08:30:00"
130,2025/08/14,3,1,2,"09:00:00"
131,2025/08/14,3,1,2,"09:30:00"
132,2025/08/14,3,1,2,"10:00:00"
133,2025/08/14,3,1,2,"10:30:00"
134,2025/08/14,3,1,2,"11:00:00"
135,2025/08/14,3,1,2,"11:30:00"
136,2025/08/14,3,1,2,"13:00:00"
137,2025/08/14,3,1,2,"13:30:00"
138,2025/08/14,3,1,2,"14:00:00"
139,2025/08/14,3,1,2,"14:30:00"
140,2025/08/14,3,1,2,"15:00:00"
141,2025/08/14,3,1,2,"15:30:00"
142,2025/08/14,3,1,2,"16:00:00"
143,2025/08/14,3,1,2,"16:30:00"
144,2025/08/14,3,1,2,"17:00:00"
145,2025/08/15,3,1,2,"08:30:00"
146,2025/08/15,3,1,2,"09:00:00"
147,2025/08/15,3,1,2,"09:30:00"
148,2025/08/15,3,1,2,"10:00:00"
149,2025/08/15,3,1,2,"10:30:00"
150,2025/08/15,3,1,2,"11:00:00"
151,2025/08/15,3,1,2,"11:30:00"
152,2025/08/15,3,1,2,"13:00:00"
153,2025/08/15,3,1,2,"13:30:00"
154,2025/08/15,3,1,2,"14:00:00"
155,2025/08/15,3,1,2,"14:30:00"
156,2025/08/15,3,1,2,"15:00:00"
157,2025/08/15,3,1,2,"15:30:00"
158,2025/08/15,3,1,2,"16:00:00"
159,2025/08/15,3,1,2,"16:30:00"
160,2025/08/15,3,1,2,"17:00:00"
161,2025/08/11,4,1,2,"08:30:00"
162,2025/08/11,4,1,2,"09:00:00"
163,2025/08/11,4,1,2,"09:30:00"
164,2025/08/11,4,1,2,"10:00:00"
165,2025/08/11,4,1,2,"10:30:00"
166,2025/08/11,4,1,2,"11:00:00"
167,2025/08/11,4,1,2,"11:30:00"
168,2025/08/11,4,1,2,"13:00:00"
169,2025/08/11,4,1,2,"13:30:00"
170,2025/08/11,4,1,2,"14:00:00"
171,2025/08/11,4,1,2,"14:30:00"
172,2025/08/11,4,1,2,"15:00:00"
173,2025/08/11,4,1,2,"15:30:00"
174,2025/08/11,4,1,2,"16:00:00"
175,2025/08/11,4,1,2,"16:30:00"
176,2025/08/11,4,1,2,"17:00:00"
177,2025/08/12,4,1,2,"08:30:00"
178,2025/08/12,4,1,2,"09:00:00"
179,2025/08/12,4,1,2,"09:30:00"
180,2025/08/12,4,1,2,"10:00:00"
181,2025/08/12,4,1,2,"10:30:00"
182,2025/08/12,4,1,2,"11:00:00"
183,2025/08/12,4,1,2,"11:30:00"
184,2025/08/12,4,1,2,"13:00:00"
185,2025/08/12,4,1,2,"13:30:00"
186,2025/08/12,4,1,2,"14:00:00"
187,2025/08/12,4,1,2,"14:30:00"
188,2025/08/12,4,1,2,"15:00:00"
189,2025/08/12,4,1,2,"15:30:00"
190,2025/08/12,4,1,2,"16:00:00"
191,2025/08/12,4,1,2,"16:30:00"
192,2025/08/12,4,1,2,"17:00:00"
193,2025/08/13,4,1,2,"08:30:00"
194,2025/08/13,4,1,2,"09:00:00"
195,2025/08/13,4,1,2,"09:30:00"
196,2025/08/13,4,1,2,"10:00:00"
197,2025/08/13,4,1,2,"10:30:00"
198,2025/08/13,4,1,2,"11:00:00"
199,2025/08/13,4,1,2,"11:30:00"
200,2025/08/13,4,1,2,"13:00:00"
201,2025/08/13,4,1,2,"13:30:00"
202,2025/08/13,4,1,2,"14:00:00"
203,2025/08/13,4,1,2,"14:30:00"
204,2025/08/13,4,1,2,"15:00:00"
205,2025/08/13,4,1,2,"15:30:00"
206,2025/08/13,4,1,2,"16:00:00"
207,2025/08/13,4,1,2,"16:30:00"
208,2025/08/13,4,1,2,"17:00:00"
209,2025/08/14,4,1,2,"08:30:00"
210,2025/08/14,4,1,2,"09:00:00"
211,2025/08/14,4,1,2,"09:30:00"
212,2025/08/14,4,1,2,"10:00:00"
213,2025/08/14,4,1,2,"10:30:00"
214,2025/08/14,4,1,2,"11:00:00"
215,2025/08/14,4,1,2,"11:30:00"
216,2025/08/14,4,1,2,"13:00:00"
217,2025/08/14,4,1,2,"13:30:00"
218,2025/08/14,4,1,2,"14:00:00"
219,2025/08/14,4,1,2,"14:30:00"
220,2025/08/14,4,1,2,"15:00:00"
221,2025/08/14,4,1,2,"15:30:00"
222,2025/08/14,4,1,2,"16:00:00"
223,2025/08/14,4,1,2,"16:30:00"
224,2025/08/14,4,1,2,"17:00:00"
225,2025/08/15,4,1,2,"08:30:00"
226,2025/08/15,4,1,2,"09:00:00"
227,2025/08/15,4,1,2,"09:30:00"
228,2025/08/15,4,1,2,"10:00:00"
229,2025/08/15,4,1,2,"10:30:00"
230,2025/08/15,4,1,2,"11:00:00"
231,2025/08/15,4,1,2,"11:30:00"
232,2025/08/15,4,1,2,"13:00:00"
233,2025/08/15,4,1,2,"13:30:00"
234,2025/08/15,4,1,2,"14:00:00"
235,2025/08/15,4,1,2,"14:30:00"
236,2025/08/15,4,1,2,"15:00:00"
237,2025/08/15,4,1,2,"15:30:00"
238,2025/08/15,4,1,2,"16:00:00"
239,2025/08/15,4,1,2,"16:30:00"
240,2025/08/15,4,1,2,"17:00:00"
241,2025/08/11,5,1,2,"08:30:00"
242,2025/08/11,5,1,2,"09:00:00"
243,2025/08/11,5,1,2,"09:30:00"
244,2025/08/11,5,1,2,"10:00:00"
245,2025/08/11,5,1,2,"10:30:00"
246,2025/08/11,5,1,2,"11:00:00"
247,2025/08/11,5,1,2,"11:30:00"
248,2025/08/11,5,1,2,"13:00:00"
249,2025/08/11,5,1,2,"13:30:00"
250,2025/08/11,5,1,2,"14:00:00"
251,2025/08/11,5,1,2,"14:30:00"
252,2025/08/11,5,1,2,"15:00:00"
253,2025/08/11,5,1,2,"15:30:00"
254,2025/08/11,5,1,2,"16:00:00"
255,2025/08/11,5,1,2,"16:30:00"
256,2025/08/11,5,1,2,"17:00:00"
257,2025/08/12,5,1,2,"08:30:00"
258,2025/08/12,5,1,2,"09:00:00"
259,2025/08/12,5,1,2,"09:30:00"
260,2025/08/12,5,1,2,"10:00:00"
261,2025/08/12,5,1,2,"10:30:00"
262,2025/08/12,5,1,2,"11:00:00"
263,2025/08/12,5,1,2,"11:30:00"
264,2025/08/12,5,1,2,"13:00:00"
265,2025/08/12,5,1,2,"13:30:00"
266,2025/08/12,5,1,2,"14:00:00"
267,2025/08/12,5,1,2,"14:30:00"
268,2025/08/12,5,1,2,"15:00:00"
269,2025/08/12,5,1,2,"15:30:00"
270,2025/08/12,5,1,2,"16:00:00"
271,2025/08/12,5,1,2,"16:30:00"
272,2025/08/12,5,1,2,"17:00:00"
273,2025/08/13,5,1,2,"08:30:00"
274,2025/08/13,5,1,2,"09:00:00"
275,2025/08/13,5,1,2,"09:30:00"
276,2025/08/13,5,1,2,"10:00:00"
277,2025/08/13,5,1,2,"10:30:00"
278,2025/08/13,5,1,2,"11:00:00"
279,2025/08/13,5,1,2,"11:30:00"
280,2025/08/13,5,1,2,"13:00:00"
281,2025/08/13,5,1,2,"13:30:00"
282,2025/08/13,5,1,2,"14:00:00"
283,2025/08/13,5,1,2,"14:30:00"
284,2025/08/13,5,1,2,"15:00:00"
285,2025/08/13,5,1,2,"15:30:00"
286,2025/08/13,5,1,2,"16:00:00"
287,2025/08/13,5,1,2,"16:30:00"
288,2025/08/13,5,1,2,"17:00:00"
289,2025/08/14,5,1,2,"08:30:00"
290,2025/08/14,5,1,2,"09:00:00"
291,2025/08/14,5,1,2,"09:30:00"
292,2025/08/14,5,1,2,"10:00:00"
293,2025/08/14,5,1,2,"10:30:00"
294,2025/08/14,5,1,2,"11:00:00"
295,2025/08/14,5,1,2,"11:30:00"
296,2025/08/14,5,1,2,"13:00:00"
297,2025/08/14,5,1,2,"13:30:00"
298,2025/08/14,5,1,2,"14:00:00"
299,2025/08/14,5,1,2,"14:30:00"
300,2025/08/14,5,1,2,"15:00:00"
301,2025/08/14,5,1,2,"15:30:00"
302,2025/08/14,5,1,2,"16:00:00"
303,2025/08/14,5,1,2,"16:30:00"
304,2025/08/14,5,1,2,"17:00:00"
305,2025/08/15,5,1,2,"08:30:00"
306,2025/08/15,5,1,2,"09:00:00"
307,2025/08/15,5,1,2,"09:30:00"
308,2025/08/15,5,1,2,"10:00:00"
309,2025/08/15,5,1,2,"10:30:00"
310,2025/08/15,5,1,2,"11:00:00"
311,2025/08/15,5,1,2,"11:30:00"
312,2025/08/15,5,1,2,"13:00:00"
313,2025/08/15,5,1,2,"13:30:00"
314,2025/08/15,5,1,2,"14:00:00"
315,2025/08/15,5,1,2,"14:30:00"
316,2025/08/15,5,1,2,"15:00:00"
317,2025/08/15,5,1,2,"15:30:00"
318,2025/08/15,5,1,2,"16:00:00"
319,2025/08/15,5,1,2,"16:30:00"
320,2025/08/15,5,1,2,"17:00:00"
321,2025/08/11,11,2,2,"08:30:00"
322,2025/08/11,11,2,2,"09:00:00"
323,2025/08/11,11,2,2,"09:30:00"
324,2025/08/11,11,2,2,"10:00:00"
325,2025/08/11,11,2,2,"10:30:00"
326,2025/08/11,11,2,2,"11:00:00"
327,2025/08/11,11,2,2,"11:30:00"
328,2025/08/11,11,2,2,"13:00:00"
329,2025/08/11,11,2,2,"13:30:00"
330,2025/08/11,11,2,2,"14:00:00"
331,2025/08/11,11,2,2,"14:30:00"
332,2025/08/11,11,2,2,"15:00:00"
333,2025/08/11,11,2,2,"15:30:00"
334,2025/08/11,11,2,2,"16:00:00"
335,2025/08/11,11,2,2,"16:30:00"
336,2025/08/11,11,2,2,"17:00:00"
337,2025/08/12,11,2,2,"08:30:00"
338,2025/08/12,11,2,2,"09:00:00"
339,2025/08/12,11,2,2,"09:30:00"
340,2025/08/12,11,2,2,"10:00:00"
341,2025/08/12,11,2,2,"10:30:00"
342,2025/08/12,11,2,2,"11:00:00"
343,2025/08/12,11,2,2,"11:30:00"
344,2025/08/12,11,2,2,"13:00:00"
345,2025/08/12,11,2,2,"13:30:00"
346,2025/08/12,11,2,2,"14:00:00"
347,2025/08/12,11,2,2,"14:30:00"
348,2025/08/12,11,2,2,"15:00:00"
349,2025/08/12,11,2,2,"15:30:00"
350,2025/08/12,11,2,2,"16:00:00"
351,2025/08/12,11,2,2,"16:30:00"
352,2025/08/12,11,2,2,"17:00:00"
353,2025/08/13,11,2,2,"08:30:00"
354,2025/08/13,11,2,2,"09:00:00"
355,2025/08/13,11,2,2,"09:30:00"
356,2025/08/13,11,2,2,"10:00:00"
357,2025/08/13,11,2,2,"10:30:00"
358,2025/08/13,11,2,2,"11:00:00"
359,2025/08/13,11,2,2,"11:30:00"
360,2025/08/13,11,2,2,"13:00:00"
361,2025/08/13,11,2,2,"13:30:00"
362,2025/08/13,11,2,2,"14:00:00"
363,2025/08/13,11,2,2,"14:30:00"
364,2025/08/13,11,2,2,"15:00:00"
365,2025/08/13,11,2,2,"15:30:00"
366,2025/08/13,11,2,2,"16:00:00"
367,2025/08/13,11,2,2,"16:30:00"
368,2025/08/13,11,2,2,"17:00:00"
369,2025/08/14,11,2,2,"08:30:00"
370,2025/08/14,11,2,2,"09:00:00"
371,2025/08/14,11,2,2,"09:30:00"
372,2025/08/14,11,2,2,"10:00:00"
373,2025/08/14,11,2,2,"10:30:00"
374,2025/08/14,11,2,2,"11:00:00"
375,2025/08/14,11,2,2,"11:30:00"
376,2025/08/14,11,2,2,"13:00:00"
377,2025/08/14,11,2,2,"13:30:00"
378,2025/08/14,11,2,2,"14:00:00"
379,2025/08/14,11,2,2,"14:30:00"
380,2025/08/14,11,2,2,"15:00:00"
381,2025/08/14,11,2,2,"15:30:00"
382,2025/08/14,11,2,2,"16:00:00"
383,2025/08/14,11,2,2,"16:30:00"
384,2025/08/14,11,2,2,"17:00:00"
385,2025/08/15,11,2,2,"08:30:00"
386,2025/08/15,11,2,2,"09:00:00"
387,2025/08/15,11,2,2,"09:30:00"
388,2025/08/15,11,2,2,"10:00:00"
389,2025/08/15,11,2,2,"10:30:00"
390,2025/08/15,11,2,2,"11:00:00"
391,2025/08/15,11,2,2,"11:30:00"
392,2025/08/15,11,2,2,"13:00:00"
393,2025/08/15,11,2,2,"13:30:00"
394,2025/08/15,11,2,2,"14:00:00"
395,2025/08/15,11,2,2,"14:30:00"
396,2025/08/15,11,2,2,"15:00:00"
397,2025/08/15,11,2,2,"15:30:00"
398,2025/08/15,11,2,2,"16:00:00"
399,2025/08/15,11,2,2,"16:30:00"
400,2025/08/15,11,2,2,"17:00:00"
401,2025/08/11,13,2,2,"08:30:00"
402,2025/08/11,13,2,2,"09:00:00"
403,2025/08/11,13,2,2,"09:30:00"
404,2025/08/11,13,2,2,"10:00:00"
405,2025/08/11,13,2,2,"10:30:00"
406,2025/08/11,13,2,2,"11:00:00"
407,2025/08/11,13,2,2,"11:30:00"
408,2025/08/11,13,2,2,"13:00:00"
409,2025/08/11,13,2,2,"13:30:00"
410,2025/08/11,13,2,2,"14:00:00"
411,2025/08/11,13,2,2,"14:30:00"
412,2025/08/11,13,2,2,"15:00:00"
413,2025/08/11,13,2,2,"15:30:00"
414,2025/08/11,13,2,2,"16:00:00"
415,2025/08/11,13,2,2,"16:30:00"
416,2025/08/11,13,2,2,"17:00:00"
417,2025/08/12,13,2,2,"08:30:00"
418,2025/08/12,13,2,2,"09:00:00"
419,2025/08/12,13,2,2,"09:30:00"
420,2025/08/12,13,2,2,"10:00:00"
421,2025/08/12,13,2,2,"10:30:00"
422,2025/08/12,13,2,2,"11:00:00"
423,2025/08/12,13,2,2,"11:30:00"
424,2025/08/12,13,2,2,"13:00:00"
425,2025/08/12,13,2,2,"13:30:00"
426,2025/08/12,13,2,2,"14:00:00"
427,2025/08/12,13,2,2,"14:30:00"
428,2025/08/12,13,2,2,"15:00:00"
429,2025/08/12,13,2,2,"15:30:00"
430,2025/08/12,13,2,2,"16:00:00"
431,2025/08/12,13,2,2,"16:30:00"
432,2025/08/12,13,2,2,"17:00:00"
433,2025/08/13,13,2,2,"08:30:00"
434,2025/08/13,13,2,2,"09:00:00"
435,2025/08/13,13,2,2,"09:30:00"
436,2025/08/13,13,2,2,"10:00:00"
437,2025/08/13,13,2,2,"10:30:00"
438,2025/08/13,13,2,2,"11:00:00"
439,2025/08/13,13,2,2,"11:30:00"
440,2025/08/13,13,2,2,"13:00:00"
441,2025/08/13,13,2,2,"13:30:00"
442,2025/08/13,13,2,2,"14:00:00"
443,2025/08/13,13,2,2,"14:30:00"
444,2025/08/13,13,2,2,"15:00:00"
445,2025/08/13,13,2,2,"15:30:00"
446,2025/08/13,13,2,2,"16:00:00"
447,2025/08/13,13,2,2,"16:30:00"
448,2025/08/13,13,2,2,"17:00:00"
449,2025/08/14,13,2,2,"08:30:00"
450,2025/08/14,13,2,2,"09:00:00"
451,2025/08/14,13,2,2,"09:30:00"
452,2025/08/14,13,2,2,"10:00:00"
453,2025/08/14,13,2,2,"10:30:00"
454,2025/08/14,13,2,2,"11:00:00"
455,2025/08/14,13,2,2,"11:30:00"
456,2025/08/14,13,2,2,"13:00:00"
457,2025/08/14,13,2,2,"13:30:00"
458,2025/08/14,13,2,2,"14:00:00"
459,2025/08/14,13,2,2,"14:30:00"
460,2025/08/14,13,2,2,"15:00:00"
461,2025/08/14,13,2,2,"15:30:00"
462,2025/08/14,13,2,2,"16:00:00"
463,2025/08/14,13,2,2,"16:30:00"
464,2025/08/14,13,2,2,"17:00:00"
465,2025/08/15,13,2,2,"08:30:00"
466,2025/08/15,13,2,2,"09:00:00"
467,2025/08/15,13,2,2,"09:30:00"
468,2025/08/15,13,2,2,"10:00:00"
469,2025/08/15,13,2,2,"10:30:00"
470,2025/08/15,13,2,2,"11:00:00"
471,2025/08/15,13,2,2,"11:30:00"
472,2025/08/15,13,2,2,"13:00:00"
473,2025/08/15,13,2,2,"13:30:00"
474,2025/08/15,13,2,2,"14:00:00"
475,2025/08/15,13,2,2,"14:30:00"
476,2025/08/15,13,2,2,"15:00:00"
477,2025/08/15,13,2,2,"15:30:00"
478,2025/08/15,13,2,2,"16:00:00"
479,2025/08/15,13,2,2,"16:30:00"
480,2025/08/15,13,2,2,"17:00:00"
481,2025/08/11,12,2,2,"08:30:00"
482,2025/08/11,12,2,2,"09:00:00"
483,2025/08/11,12,2,2,"09:30:00"
484,2025/08/11,12,2,2,"10:00:00"
485,2025/08/11,12,2,2,"10:30:00"
486,2025/08/11,12,2,2,"11:00:00"
487,2025/08/11,12,2,2,"11:30:00"
488,2025/08/11,12,2,2,"13:00:00"
489,2025/08/11,12,2,2,"13:30:00"
490,2025/08/11,12,2,2,"14:00:00"
491,2025/08/11,12,2,2,"14:30:00"
492,2025/08/11,12,2,2,"15:00:00"
493,2025/08/11,12,2,2,"15:30:00"
494,2025/08/11,12,2,2,"16:00:00"
495,2025/08/11,12,2,2,"16:30:00"
496,2025/08/11,12,2,2,"17:00:00"
497,2025/08/12,12,2,2,"08:30:00"
498,2025/08/12,12,2,2,"09:00:00"
499,2025/08/12,12,2,2,"09:30:00"
500,2025/08/12,12,2,2,"10:00:00"
501,2025/08/12,12,2,2,"10:30:00"
502,2025/08/12,12,2,2,"11:00:00"
503,2025/08/12,12,2,2,"11:30:00"
504,2025/08/12,12,2,2,"13:00:00"
505,2025/08/12,12,2,2,"13:30:00"
506,2025/08/12,12,2,2,"14:00:00"
507,2025/08/12,12,2,2,"14:30:00"
508,2025/08/12,12,2,2,"15:00:00"
509,2025/08/12,12,2,2,"15:30:00"
510,2025/08/12,12,2,2,"16:00:00"
511,2025/08/12,12,2,2,"16:30:00"
512,2025/08/12,12,2,2,"17:00:00"
513,2025/08/13,12,2,2,"08:30:00"
514,2025/08/13,12,2,2,"09:00:00"
515,2025/08/13,12,2,2,"09:30:00"
516,2025/08/13,12,2,2,"10:00:00"
517,2025/08/13,12,2,2,"10:30:00"
518,2025/08/13,12,2,2,"11:00:00"
519,2025/08/13,12,2,2,"11:30:00"
520,2025/08/13,12,2,2,"13:00:00"
521,2025/08/13,12,2,2,"13:30:00"
522,2025/08/13,12,2,2,"14:00:00"
523,2025/08/13,12,2,2,"14:30:00"
524,2025/08/13,12,2,2,"15:00:00"
525,2025/08/13,12,2,2,"15:30:00"
526,2025/08/13,12,2,2,"16:00:00"
527,2025/08/13,12,2,2,"16:30:00"
528,2025/08/13,12,2,2,"17:00:00"
529,2025/08/14,12,2,2,"08:30:00"
530,2025/08/14,12,2,2,"09:00:00"
531,2025/08/14,12,2,2,"09:30:00"
532,2025/08/14,12,2,2,"10:00:00"
533,2025/08/14,12,2,2,"10:30:00"
534,2025/08/14,12,2,2,"11:00:00"
535,2025/08/14,12,2,2,"11:30:00"
536,2025/08/14,12,2,2,"13:00:00"
537,2025/08/14,12,2,2,"13:30:00"
538,2025/08/14,12,2,2,"14:00:00"
539,2025/08/14,12,2,2,"14:30:00"
540,2025/08/14,12,2,2,"15:00:00"
541,2025/08/14,12,2,2,"15:30:00"
542,2025/08/14,12,2,2,"16:00:00"
543,2025/08/14,12,2,2,"16:30:00"
544,2025/08/14,12,2,2,"17:00:00"
545,2025/08/15,12,2,2,"08:30:00"
546,2025/08/15,12,2,2,"09:00:00"
547,2025/08/15,12,2,2,"09:30:00"
548,2025/08/15,12,2,2,"10:00:00"
549,2025/08/15,12,2,2,"10:30:00"
550,2025/08/15,12,2,2,"11:00:00"
551,2025/08/15,12,2,2,"11:30:00"
552,2025/08/15,12,2,2,"13:00:00"
553,2025/08/15,12,2,2,"13:30:00"
554,2025/08/15,12,2,2,"14:00:00"
555,2025/08/15,12,2,2,"14:30:00"
556,2025/08/15,12,2,2,"15:00:00"
557,2025/08/15,12,2,2,"15:30:00"
558,2025/08/15,12,2,2,"16:00:00"
559,2025/08/15,12,2,2,"16:30:00"
560,2025/08/15,12,2,2,"17:00:00"
561,2025/08/11,10,2,2,"08:30:00"
562,2025/08/11,10,2,2,"09:00:00"
563,2025/08/11,10,2,2,"09:30:00"
564,2025/08/11,10,2,2,"10:00:00"
565,2025/08/11,10,2,2,"10:30:00"
566,2025/08/11,10,2,2,"11:00:00"
567,2025/08/11,10,2,2,"11:30:00"
568,2025/08/11,10,2,2,"13:00:00"
569,2025/08/11,10,2,2,"13:30:00"
570,2025/08/11,10,2,2,"14:00:00"
571,2025/08/11,10,2,2,"14:30:00"
572,2025/08/11,10,2,2,"15:00:00"
573,2025/08/11,10,2,2,"15:30:00"
574,2025/08/11,10,2,2,"16:00:00"
575,2025/08/11,10,2,2,"16:30:00"
576,2025/08/11,10,2,2,"17:00:00"
577,2025/08/12,10,2,2,"08:30:00"
578,2025/08/12,10,2,2,"09:00:00"
579,2025/08/12,10,2,2,"09:30:00"
580,2025/08/12,10,2,2,"10:00:00"
581,2025/08/12,10,2,2,"10:30:00"
582,2025/08/12,10,2,2,"11:00:00"
583,2025/08/12,10,2,2,"11:30:00"
584,2025/08/12,10,2,2,"13:00:00"
585,2025/08/12,10,2,2,"13:30:00"
586,2025/08/12,10,2,2,"14:00:00"
587,2025/08/12,10,2,2,"14:30:00"
588,2025/08/12,10,2,2,"15:00:00"
589,2025/08/12,10,2,2,"15:30:00"
590,2025/08/12,10,2,2,"16:00:00"
591,2025/08/12,10,2,2,"16:30:00"
592,2025/08/12,10,2,2,"17:00:00"
593,2025/08/13,10,2,2,"08:30:00"
594,2025/08/13,10,2,2,"09:00:00"
595,2025/08/13,10,2,2,"09:30:00"
596,2025/08/13,10,2,2,"10:00:00"
597,2025/08/13,10,2,2,"10:30:00"
598,2025/08/13,10,2,2,"11:00:00"
599,2025/08/13,10,2,2,"11:30:00"
600,2025/08/13,10,2,2,"13:00:00"
601,2025/08/13,10,2,2,"13:30:00"
602,2025/08/13,10,2,2,"14:00:00"
603,2025/08/13,10,2,2,"14:30:00"
604,2025/08/13,10,2,2,"15:00:00"
605,2025/08/13,10,2,2,"15:30:00"
606,2025/08/13,10,2,2,"16:00:00"
